county_code,site_code,parameter_code,year,latitude,longitude,sample_duration,pollutant_standard,metric_used,units,arithmetic_mean,first_max_value,second_max_value
37,4006,42601,2016,33.8025,-118.22,1 HOUR,,Observed Values,Parts per billion,14.36058,265.8,258.3
37,4008,42601,2016,33.859662,-118.200707,1 HOUR,,Observed Values,Parts per billion,27.204695,293.8,291.4
37,5005,42601,2016,33.95507,-118.43049,1 HOUR,,Observed Values,Parts per billion,3.423592,192.1,126.7
37,6012,42601,2016,34.38344,-118.5284,1 HOUR,,Observed Values,Parts per billion,4.070197,76.5,70.0
37,9033,42601,2016,34.669739,-118.130511,1 HOUR,,Observed Values,Parts per billion,7.0473690000000015,155.2,145.0
39,4,42601,2016,36.867125,-120.010158,1 HOUR,,Observed Values,Parts per billion,1.694101,75.7,67.1
41,1,42601,2016,37.97231,-122.520004,1 HOUR,,Observed Values,Parts per billion,4.876143,109.7,95.4
47,3,42601,2016,37.28185300000001,-120.433671,1 HOUR,,Observed Values,Parts per billion,1.5322559999999998,48.3,42.7
53,1003,42601,2016,36.694261,-121.623271,1 HOUR,,Observed Values,Parts per billion,1.366397,81.0,51.0
55,3,42601,2016,38.310942,-122.29618899999998,1 HOUR,,Observed Values,Parts per billion,4.097732,109.5,101.5
59,7,42601,2016,33.83062,-117.93845,1 HOUR,,Observed Values,Parts per billion,7.798918,215.5,193.5
59,8,42601,2016,33.819305,-117.918759,1 HOUR,,Observed Values,Parts per billion,23.677064,222.8,188.1
59,1003,42601,2016,33.674640000000004,-117.92568,1 HOUR,,Observed Values,Parts per billion,4.214934,164.3,158.6
59,5001,42601,2016,33.92513,-117.95264,1 HOUR,,Observed Values,Parts per billion,7.746511999999999,240.9,213.2
61,6,42601,2016,38.74643,-121.26498,1 HOUR,,Observed Values,Parts per billion,3.564765,108.7,94.1
65,9,42601,2016,33.447866999999995,-117.088649,1 HOUR,,Observed Values,Parts per billion,2.324481,30.1,29.4
65,12,42601,2016,33.92086,-116.85841,1 HOUR,,Observed Values,Parts per billion,1.008472,54.8,48.3
65,5001,42601,2016,33.85275,-116.54101,1 HOUR,,Observed Values,Parts per billion,0.870201,56.0,53.9
65,8001,42601,2016,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,10.198995,170.6,170.4
65,8001,42601,2016,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,9.192513,158.6,158.5
65,8005,42601,2016,33.99636,-117.4924,1 HOUR,,Observed Values,Parts per billion,11.300406,208.2,203.2
65,9001,42601,2016,33.67649,-117.33098,1 HOUR,,Observed Values,Parts per billion,2.855971,76.0,67.0
67,2,42601,2016,38.71209,-121.38109,1 HOUR,,Observed Values,Parts per billion,3.372311,142.0,129.0
67,6,42601,2016,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,4.6189300000000015,148.0,126.0
67,6,42601,2016,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,3.499358,152.0,129.0
67,10,42601,2016,38.56844,-121.49311000000002,1 HOUR,,Observed Values,Parts per billion,7.317316,174.7,164.0
67,11,42601,2016,38.302591,-121.420838,1 HOUR,,Observed Values,Parts per billion,0.486151,33.0,29.0
67,12,42601,2016,38.683304,-121.164457,1 HOUR,,Observed Values,Parts per billion,0.267174,33.0,30.0
67,12,42601,2016,38.683304,-121.164457,1 HOUR,,Observed Values,Parts per billion,0.296852,30.0,27.0
67,14,42601,2016,38.650783,-121.506767,1 HOUR,,Observed Values,Parts per billion,2.874171,139.0,119.0
67,15,42601,2016,38.593322,-121.503795,1 HOUR,,Observed Values,Parts per billion,8.209988000000001,163.0,157.0
71,1,42601,2016,34.89398,-117.024804,1 HOUR,,Observed Values,Parts per billion,9.355816,191.2,184.3
71,26,42601,2016,34.06812,-117.52579,1 HOUR,,Observed Values,Parts per billion,26.272143,267.1,233.1
71,27,42601,2016,34.030833,-117.61722,1 HOUR,,Observed Values,Parts per billion,30.453927,271.1,240.8
71,306,42601,2016,34.510961,-117.32554,1 HOUR,,Observed Values,Parts per billion,4.838959,211.1,127.6
71,1004,42601,2016,34.10374,-117.62914,1 HOUR,,Observed Values,Parts per billion,3.630567,73.9,67.7
71,1234,42601,2016,35.77417,-117.3714,1 HOUR,,Observed Values,Parts per billion,1.47671,222.0,64.2
71,2002,42601,2016,34.10002,-117.49201,1 HOUR,,Observed Values,Parts per billion,7.505553,126.5,123.7
71,9004,42601,2016,34.106678,-117.27406299999998,1 HOUR,,Observed Values,Parts per billion,6.904821000000001,104.0,96.8
73,1,42601,2016,32.631242,-117.059088,1 HOUR,,Observed Values,Parts per billion,2.63696,78.0,65.0
73,1006,42601,2016,32.842318,-116.768293,1 HOUR,,Observed Values,Parts per billion,0.472394,18.0,15.0
73,1008,42601,2016,33.217055,-117.396177,1 HOUR,,Observed Values,Parts per billion,1.918097,120.0,101.0
73,1010,42601,2016,32.701492,-117.149653,1 HOUR,,Observed Values,Parts per billion,5.301772,150.0,139.0
73,1014,42601,2016,32.57816,-116.92135,1 HOUR,,Observed Values,Parts per billion,1.859325,98.0,97.0
73,1016,42601,2016,32.845709,-117.123964,1 HOUR,,Observed Values,Parts per billion,1.563231,53.0,51.0
73,1017,42601,2016,32.985442,-117.08218,1 HOUR,,Observed Values,Parts per billion,10.885674,124.0,106.0
73,1018,42601,2016,32.817978000000004,-116.968133,1 HOUR,,Observed Values,Parts per billion,3.230996,105.0,94.0
73,1022,42601,2016,32.789565,-116.944308,1 HOUR,,Observed Values,Parts per billion,3.942497,81.0,79.0
75,5,42601,2016,37.765946,-122.399044,1 HOUR,,Observed Values,Parts per billion,6.100878,325.0,313.7
77,1002,42601,2016,37.950741,-121.268523,1 HOUR,,Observed Values,Parts per billion,6.391159,165.0,162.7
77,3005,42601,2016,37.682635,-121.442495,1 HOUR,,Observed Values,Parts per billion,1.583204,38.1,37.1
79,3001,42601,2016,35.36631,-120.84271,1 HOUR,,Observed Values,Parts per billion,1.017098,64.0,43.0
79,4002,42601,2016,35.03146,-120.50103,1 HOUR,,Observed Values,Parts per billion,0.241226,26.0,21.0
79,8002,42601,2016,35.49453,-120.66617,1 HOUR,,Observed Values,Parts per billion,1.732415,71.0,64.0
81,1001,42601,2016,37.482934,-122.20337,1 HOUR,,Observed Values,Parts per billion,5.453829,181.3,175.3
83,8,42601,2016,34.46245,-120.02551,1 HOUR,,Observed Values,Parts per billion,0.336165,21.0,20.0
83,11,42601,2016,34.427775,-119.691218,1 HOUR,,Observed Values,Parts per billion,2.936627,95.7,95.6
83,1008,42601,2016,34.942871999999994,-120.435611,1 HOUR,,Observed Values,Parts per billion,3.018586,74.0,69.4
83,1013,42601,2016,34.725352,-120.428717,1 HOUR,,Observed Values,Parts per billion,-0.289523,5.0,2.0
83,1014,42601,2016,34.54166,-119.79146,1 HOUR,,Observed Values,Parts per billion,0.012736,3.0,2.0
83,1018,42601,2016,34.52744000000001,-120.1965,1 HOUR,,Observed Values,Parts per billion,0.615642,21.0,15.0
83,1021,42601,2016,34.403052,-119.457914,1 HOUR,,Observed Values,Parts per billion,0.586596,8.0,5.0
83,1025,42601,2016,34.489740000000005,-120.04692,1 HOUR,,Observed Values,Parts per billion,0.546465,6.0,4.0
83,2004,42601,2016,34.63782,-120.4575,1 HOUR,,Observed Values,Parts per billion,1.0275,73.0,52.0
83,2011,42601,2016,34.44551,-119.8284,1 HOUR,,Observed Values,Parts per billion,0.535522,42.0,33.0
83,4003,42601,2016,34.5959,-120.631315,1 HOUR,,Observed Values,Parts per billion,0.01513,5.0,5.0
85,5,42601,2016,37.348497,-121.894898,1 HOUR,,Observed Values,Parts per billion,7.516288999999999,176.1,166.9
85,5,42601,2016,37.348497,-121.894898,1 HOUR,,Observed Values,Parts per billion,7.558628,165.7,162.9
85,6,42601,2016,37.338135,-121.849783,1 HOUR,,Observed Values,Parts per billion,12.383649,172.8,165.2
95,4,42601,2016,38.102507,-122.237976,1 HOUR,,Observed Values,Parts per billion,5.825625,129.3,123.3
97,4,42601,2016,38.403765,-122.818294,1 HOUR,,Observed Values,Parts per billion,2.670716,79.8,76.9
99,6,42601,2016,37.488317,-120.836008,1 HOUR,,Observed Values,Parts per billion,5.0992120000000005,107.5,97.5
101,3,42601,2016,39.138773,-121.618549,1 HOUR,,Observed Values,Parts per billion,3.672596,112.4,99.0
107,2002,42601,2016,36.332179,-119.291228,1 HOUR,,Observed Values,Parts per billion,3.472081,130.4,115.0
111,2002,42601,2016,34.276315999999994,-118.683685,1 HOUR,,Observed Values,Parts per billion,2.0760400000000003,99.0,86.0
111,3001,42601,2016,34.252390000000005,-119.143182,1 HOUR,,Observed Values,Parts per billion,0.993186,50.0,48.0
113,4,42601,2016,38.53445,-121.7734,1 HOUR,,Observed Values,Parts per billion,0.914483,28.1,26.4
1,7,42601,2017,37.687526,-121.784217,1 HOUR,,Observed Values,Parts per billion,4.289413,137.2,132.7
1,9,42601,2017,37.743065,-122.169935,1 HOUR,,Observed Values,Parts per billion,4.669619,173.5,172.0
1,11,42601,2017,37.814781,-122.282347,1 HOUR,,Observed Values,Parts per billion,8.92535,196.0,182.1
1,12,42601,2017,37.793624,-122.263376,1 HOUR,,Observed Values,Parts per billion,13.484617000000002,161.4,149.9
1,13,42601,2017,37.864767,-122.302741,1 HOUR,,Observed Values,Parts per billion,17.012266,519.3,446.0
7,8,42601,2017,39.76168,-121.84047,1 HOUR,,Observed Values,Parts per billion,2.977911,111.8,104.4
13,2,42601,2017,37.936013,-122.026154,1 HOUR,,Observed Values,Parts per billion,2.283472,83.2,75.0
13,1002,42601,2017,38.006311,-121.641918,1 HOUR,,Observed Values,Parts per billion,1.366116,45.3,41.9
13,1004,42601,2017,37.9604,-122.356811,1 HOUR,,Observed Values,Parts per billion,3.404116,71.6,71.1
13,2007,42601,2017,37.743649,-121.934188,1 HOUR,,Observed Values,Parts per billion,1.743781,108.2,76.8
19,7,42601,2017,36.705474,-119.741332,1 HOUR,,Observed Values,Parts per billion,5.548819,141.3,140.7
19,11,42601,2017,36.78538,-119.77321,1 HOUR,,Observed Values,Parts per billion,4.688425,131.5,114.9
19,11,42601,2017,36.78538,-119.77321,1 HOUR,,Observed Values,Parts per billion,5.916693,153.1,136.0
19,242,42601,2017,36.841592,-119.874739,1 HOUR,,Observed Values,Parts per billion,1.07674,80.7,69.9
19,4001,42601,2017,36.597442,-119.503659,1 HOUR,,Observed Values,Parts per billion,0.93875,81.8,74.4
19,5001,42601,2017,36.819449,-119.716433,1 HOUR,,Observed Values,Parts per billion,3.686929,98.1,95.1
25,5,42601,2017,32.67618,-115.48307,1 HOUR,,Observed Values,Parts per billion,9.881708,355.5,354.8
25,1003,42601,2017,32.79222,-115.56306,1 HOUR,,Observed Values,Parts per billion,1.043911,52.9,51.1
27,2,42601,2017,37.360684,-118.330783,1 HOUR,,Observed Values,Parts per billion,0.131415,2.4,1.9
29,7,42601,2017,35.345607,-118.851825,1 HOUR,,Observed Values,Parts per billion,0.837309,65.6,56.3
29,14,42601,2017,35.35661500000001,-119.06261299999998,1 HOUR,,Observed Values,Parts per billion,6.280027,167.7,149.9
29,2012,42601,2017,35.331612,-118.999961,1 HOUR,,Observed Values,Parts per billion,4.592891000000002,134.7,124.5
29,6001,42601,2017,35.503587,-119.272606,1 HOUR,,Observed Values,Parts per billion,4.129072,76.0,73.6
31,1004,42601,2017,36.31567,-119.643447,1 HOUR,,Observed Values,Parts per billion,3.146862,92.7,79.9
37,2,42601,2017,34.1365,-117.92391,1 HOUR,,Observed Values,Parts per billion,3.852419,113.7,101.6
37,16,42601,2017,34.14435,-117.85036,1 HOUR,,Observed Values,Parts per billion,1.407929,34.8,33.8
37,113,42601,2017,34.051109999999994,-118.45636,1 HOUR,,Observed Values,Parts per billion,2.707078,110.2,88.4
37,1103,42601,2017,34.066590000000005,-118.22688,1 HOUR,,Observed Values,Parts per billion,13.210206,235.7,217.3
37,1103,42601,2017,34.066590000000005,-118.22688,1 HOUR,,Observed Values,Parts per billion,12.067094,225.5,215.2
37,1201,42601,2017,34.19925,-118.53276,1 HOUR,,Observed Values,Parts per billion,7.806332,172.1,145.6
37,1302,42601,2017,33.901389,-118.205,1 HOUR,,Observed Values,Parts per billion,17.135248999999998,346.4,333.9
37,1602,42601,2017,34.010290000000005,-118.0685,1 HOUR,,Observed Values,Parts per billion,13.997797,206.6,206.3
37,1701,42601,2017,34.067029999999995,-117.7514,1 HOUR,,Observed Values,Parts per billion,10.727008,149.0,147.2
37,2005,42601,2017,34.1326,-118.1272,1 HOUR,,Observed Values,Parts per billion,2.676823,109.9,109.8
37,4006,42601,2017,33.8025,-118.22,1 HOUR,,Observed Values,Parts per billion,14.54484,340.0,313.4
37,4008,42601,2017,33.859662,-118.200707,1 HOUR,,Observed Values,Parts per billion,30.355938,427.7,380.6
37,5005,42601,2017,33.95507,-118.43049,1 HOUR,,Observed Values,Parts per billion,2.1206970000000003,153.5,112.9
37,6012,42601,2017,34.38344,-118.5284,1 HOUR,,Observed Values,Parts per billion,2.575336,117.5,106.0
37,9033,42601,2017,34.669739,-118.130511,1 HOUR,,Observed Values,Parts per billion,1.4367299999999998,82.3,73.2
39,4,42601,2017,36.867125,-120.010158,1 HOUR,,Observed Values,Parts per billion,1.476991,56.5,51.5
41,1,42601,2017,37.97231,-122.520004,1 HOUR,,Observed Values,Parts per billion,4.906658,130.8,124.4
47,3,42601,2017,37.28185300000001,-120.433671,1 HOUR,,Observed Values,Parts per billion,2.007169,62.1,56.2
53,1003,42601,2017,36.694261,-121.623271,1 HOUR,,Observed Values,Parts per billion,0.5152140000000001,79.0,62.0
55,3,42601,2017,38.310942,-122.29618899999998,1 HOUR,,Observed Values,Parts per billion,5.246194,128.6,124.2
59,7,42601,2017,33.83062,-117.93845,1 HOUR,,Observed Values,Parts per billion,6.723353,193.5,179.3
59,8,42601,2017,33.819305,-117.918759,1 HOUR,,Observed Values,Parts per billion,22.095738,247.5,226.6
59,1003,42601,2017,33.674640000000004,-117.92568,1 HOUR,,Observed Values,Parts per billion,2.276683,97.2,94.2
59,5001,42601,2017,33.92513,-117.95264,1 HOUR,,Observed Values,Parts per billion,8.663383,253.2,248.1
61,6,42601,2017,38.74643,-121.26498,1 HOUR,,Observed Values,Parts per billion,2.840406,108.5,108.4
65,9,42601,2017,33.447866999999995,-117.088649,1 HOUR,,Observed Values,Parts per billion,1.912587,76.3,45.4
65,12,42601,2017,33.92086,-116.85841,1 HOUR,,Observed Values,Parts per billion,0.968102,50.9,46.5
65,5001,42601,2017,33.85275,-116.54101,1 HOUR,,Observed Values,Parts per billion,0.560991,45.7,41.2
65,8001,42601,2017,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,10.612239,207.0,189.7
65,8001,42601,2017,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,11.614852,166.7,166.7
65,8005,42601,2017,33.99636,-117.4924,1 HOUR,,Observed Values,Parts per billion,9.663262,192.2,189.1
65,9001,42601,2017,33.67649,-117.33098,1 HOUR,,Observed Values,Parts per billion,1.759479,62.8,62.5
67,2,42601,2017,38.71209,-121.38109,1 HOUR,,Observed Values,Parts per billion,0.355263,10.0,6.0
67,6,42601,2017,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,4.702696,149.0,147.0
67,6,42601,2017,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,3.732224,142.0,134.0
67,10,42601,2017,38.56844,-121.49311000000002,1 HOUR,,Observed Values,Parts per billion,6.797638,177.4,171.8
67,11,42601,2017,38.302591,-121.420838,1 HOUR,,Observed Values,Parts per billion,0.7927960000000001,57.0,53.0
67,12,42601,2017,38.683304,-121.164457,1 HOUR,,Observed Values,Parts per billion,0.237977,60.0,39.0
67,12,42601,2017,38.683304,-121.164457,1 HOUR,,Observed Values,Parts per billion,0.308208,35.0,24.0
67,14,42601,2017,38.650783,-121.506767,1 HOUR,,Observed Values,Parts per billion,1.966321,93.0,80.0
67,15,42601,2017,38.593322,-121.503795,1 HOUR,,Observed Values,Parts per billion,11.697601,182.0,144.0
71,1,42601,2017,34.89398,-117.024804,1 HOUR,,Observed Values,Parts per billion,10.171789,253.3,230.9
71,26,42601,2017,34.06812,-117.52579,1 HOUR,,Observed Values,Parts per billion,23.906727,273.8,209.9
71,27,42601,2017,34.030833,-117.61722,1 HOUR,,Observed Values,Parts per billion,28.79678,267.2,257.9
71,306,42601,2017,34.510961,-117.32554,1 HOUR,,Observed Values,Parts per billion,4.701553,114.1,113.2
71,1004,42601,2017,34.10374,-117.62914,1 HOUR,,Observed Values,Parts per billion,3.235879,62.9,62.3
71,1234,42601,2017,35.77417,-117.3714,1 HOUR,,Observed Values,Parts per billion,1.060204,66.0,65.6
71,2002,42601,2017,34.10002,-117.49201,1 HOUR,,Observed Values,Parts per billion,6.8412820000000005,106.3,103.6
71,9004,42601,2017,34.106678,-117.27406299999998,1 HOUR,,Observed Values,Parts per billion,5.964024,114.5,110.0
73,1,42601,2017,32.631242,-117.059088,1 HOUR,,Observed Values,Parts per billion,2.722291,65.0,62.0
73,1006,42601,2017,32.842318,-116.768293,1 HOUR,,Observed Values,Parts per billion,0.503268,22.0,15.0
73,1008,42601,2017,33.217055,-117.396177,1 HOUR,,Observed Values,Parts per billion,1.907729,72.0,64.0
73,1014,42601,2017,32.57816,-116.92135,1 HOUR,,Observed Values,Parts per billion,1.58915,61.0,61.0
73,1016,42601,2017,32.845709,-117.123964,1 HOUR,,Observed Values,Parts per billion,1.54656,72.0,69.0
73,1017,42601,2017,32.985442,-117.08218,1 HOUR,,Observed Values,Parts per billion,10.887989,125.0,124.0
73,1022,42601,2017,32.789565,-116.944308,1 HOUR,,Observed Values,Parts per billion,3.495619,80.0,75.0
75,5,42601,2017,37.765946,-122.399044,1 HOUR,,Observed Values,Parts per billion,6.602765,280.1,279.5
77,1002,42601,2017,37.950741,-121.268523,1 HOUR,,Observed Values,Parts per billion,7.921713,159.2,151.4
77,3005,42601,2017,37.682635,-121.442495,1 HOUR,,Observed Values,Parts per billion,1.157622,62.1,53.6
79,4002,42601,2017,35.03146,-120.50103,1 HOUR,,Observed Values,Parts per billion,0.133998,22.0,21.0
79,8002,42601,2017,35.49453,-120.66617,1 HOUR,,Observed Values,Parts per billion,1.3469799999999998,63.0,62.0
81,1001,42601,2017,37.482934,-122.20337,1 HOUR,,Observed Values,Parts per billion,6.893426,194.8,156.8
83,8,42601,2017,34.46245,-120.02551,1 HOUR,,Observed Values,Parts per billion,0.32487,21.0,20.0
83,11,42601,2017,34.427775,-119.691218,1 HOUR,,Observed Values,Parts per billion,2.454845,86.7,78.2
83,1008,42601,2017,34.942871999999994,-120.435611,1 HOUR,,Observed Values,Parts per billion,2.903226,59.2,53.1
83,1013,42601,2017,34.725352,-120.428717,1 HOUR,,Observed Values,Parts per billion,-0.932478,6.0,2.0
83,1014,42601,2017,34.54166,-119.79146,1 HOUR,,Observed Values,Parts per billion,0.12604,101.0,71.0
83,1018,42601,2017,34.52744000000001,-120.1965,1 HOUR,,Observed Values,Parts per billion,0.075954,10.0,9.0
83,1021,42601,2017,34.403052,-119.457914,1 HOUR,,Observed Values,Parts per billion,0.492857,26.0,18.0
83,1025,42601,2017,34.489740000000005,-120.04692,1 HOUR,,Observed Values,Parts per billion,0.073354,4.0,4.0
83,2004,42601,2017,34.63782,-120.4575,1 HOUR,,Observed Values,Parts per billion,1.111314,64.0,56.0
83,2011,42601,2017,34.44551,-119.8284,1 HOUR,,Observed Values,Parts per billion,0.5977060000000001,56.0,46.0
83,4003,42601,2017,34.5959,-120.631315,1 HOUR,,Observed Values,Parts per billion,0.076237,2.0,2.0
85,5,42601,2017,37.348497,-121.894898,1 HOUR,,Observed Values,Parts per billion,8.4784,173.7,159.1
85,5,42601,2017,37.348497,-121.894898,1 HOUR,,Observed Values,Parts per billion,7.578316,157.0,147.9
85,6,42601,2017,37.338135,-121.849783,1 HOUR,,Observed Values,Parts per billion,12.059995,159.6,155.3
95,4,42601,2017,38.102507,-122.237976,1 HOUR,,Observed Values,Parts per billion,6.383329,146.8,130.1
97,4,42601,2017,38.403765,-122.818294,1 HOUR,,Observed Values,Parts per billion,3.068489,104.9,100.5
99,6,42601,2017,37.488317,-120.836008,1 HOUR,,Observed Values,Parts per billion,5.156059,121.5,95.0
101,3,42601,2017,39.138773,-121.618549,1 HOUR,,Observed Values,Parts per billion,4.692989,212.9,183.7
107,2002,42601,2017,36.332179,-119.291228,1 HOUR,,Observed Values,Parts per billion,3.996339,127.1,124.1
111,2002,42601,2017,34.276315999999994,-118.683685,1 HOUR,,Observed Values,Parts per billion,1.557114,93.0,82.0
111,3001,42601,2017,34.252390000000005,-119.143182,1 HOUR,,Observed Values,Parts per billion,0.926812,47.0,39.0
113,4,42601,2017,38.53445,-121.7734,1 HOUR,,Observed Values,Parts per billion,0.929751,56.9,37.7
1,7,42601,2018,37.687526,-121.784217,1 HOUR,,Observed Values,Parts per billion,3.855508,107.2,101.0
1,9,42601,2018,37.743065,-122.169935,1 HOUR,,Observed Values,Parts per billion,4.387371,157.6,112.5
1,11,42601,2018,37.814781,-122.282347,1 HOUR,,Observed Values,Parts per billion,8.089756,173.4,164.6
1,12,42601,2018,37.793624,-122.263376,1 HOUR,,Observed Values,Parts per billion,12.774356,145.4,144.6
1,13,42601,2018,37.864767,-122.302741,1 HOUR,,Observed Values,Parts per billion,14.592973,158.4,142.0
1,15,42601,2018,37.701222,-121.903019,1 HOUR,,Observed Values,Parts per billion,11.874389,134.3,133.3
7,8,42601,2018,39.76168,-121.84047,1 HOUR,,Observed Values,Parts per billion,3.258359,132.0,131.2
13,2,42601,2018,37.936013,-122.026154,1 HOUR,,Observed Values,Parts per billion,1.7512580000000002,62.6,56.1
13,1002,42601,2018,38.006311,-121.641918,1 HOUR,,Observed Values,Parts per billion,0.881868,34.2,28.2
13,1004,42601,2018,37.9604,-122.356811,1 HOUR,,Observed Values,Parts per billion,3.28412,78.1,74.9
13,2007,42601,2018,37.743649,-121.934188,1 HOUR,,Observed Values,Parts per billion,2.052038,121.4,86.4
19,7,42601,2018,36.705474,-119.741332,1 HOUR,,Observed Values,Parts per billion,11.205313,112.2,106.2
19,11,42601,2018,36.78538,-119.77321,1 HOUR,,Observed Values,Parts per billion,4.780291,110.7,109.4
19,11,42601,2018,36.78538,-119.77321,1 HOUR,,Observed Values,Parts per billion,5.515853,125.7,120.9
19,242,42601,2018,36.841592,-119.874739,1 HOUR,,Observed Values,Parts per billion,1.244385,81.5,70.6
19,4001,42601,2018,36.597442,-119.503659,1 HOUR,,Observed Values,Parts per billion,0.969564,47.3,46.6
19,5001,42601,2018,36.819449,-119.716433,1 HOUR,,Observed Values,Parts per billion,3.910874,73.7,64.9
25,5,42601,2018,32.67618,-115.48307,1 HOUR,,Observed Values,Parts per billion,10.51934,425.1,346.9
25,1003,42601,2018,32.79222,-115.56306,1 HOUR,,Observed Values,Parts per billion,0.968213,45.6,45.4
27,2,42601,2018,37.360684,-118.330783,1 HOUR,,Observed Values,Parts per billion,0.118205,2.5,2.3
29,7,42601,2018,35.345607,-118.851825,1 HOUR,,Observed Values,Parts per billion,1.196975,38.8,30.4
29,14,42601,2018,35.35661500000001,-119.06261299999998,1 HOUR,,Observed Values,Parts per billion,5.72666,183.9,157.8
29,14,42601,2018,35.35661500000001,-119.06261299999998,1 HOUR,,Observed Values,Parts per billion,5.72666,183.9,157.8
29,14,42601,2018,35.35661500000001,-119.06261299999998,1 HOUR,,Observed Values,Parts per billion,5.727343,183.9,157.8
29,2012,42601,2018,35.331612,-118.999961,1 HOUR,,Observed Values,Parts per billion,4.196135,135.4,120.4
29,6001,42601,2018,35.503587,-119.272606,1 HOUR,,Observed Values,Parts per billion,4.11895,74.7,69.8
31,1004,42601,2018,36.31567,-119.643447,1 HOUR,,Observed Values,Parts per billion,3.388367,79.7,78.3
37,2,42601,2018,34.1365,-117.92391,1 HOUR,,Observed Values,Parts per billion,4.087093,122.8,113.8
37,16,42601,2018,34.14435,-117.85036,1 HOUR,,Observed Values,Parts per billion,1.307617,66.9,60.3
37,113,42601,2018,34.051109999999994,-118.45636,1 HOUR,,Observed Values,Parts per billion,2.9205650000000003,86.5,72.1
37,1103,42601,2018,34.066590000000005,-118.22688,1 HOUR,,Observed Values,Parts per billion,11.029903,175.1,160.5
37,1103,42601,2018,34.066590000000005,-118.22688,1 HOUR,,Observed Values,Parts per billion,11.215788,172.0,161.9
37,1201,42601,2018,34.19925,-118.53276,1 HOUR,,Observed Values,Parts per billion,5.639016000000002,145.9,129.8
37,1302,42601,2018,33.901389,-118.205,1 HOUR,,Observed Values,Parts per billion,14.633536,300.0,270.0
37,1602,42601,2018,34.010290000000005,-118.0685,1 HOUR,,Observed Values,Parts per billion,12.204927,146.3,143.1
37,1701,42601,2018,34.067029999999995,-117.7514,1 HOUR,,Observed Values,Parts per billion,11.210164,159.6,152.2
37,2005,42601,2018,34.1326,-118.1272,1 HOUR,,Observed Values,Parts per billion,3.5136260000000004,89.9,80.5
37,4006,42601,2018,33.8025,-118.22,1 HOUR,,Observed Values,Parts per billion,14.700165,390.5,254.8
37,4008,42601,2018,33.859662,-118.200707,1 HOUR,,Observed Values,Parts per billion,26.689316,351.9,336.0
37,5005,42601,2018,33.95507,-118.43049,1 HOUR,,Observed Values,Parts per billion,3.146952,105.2,87.4
37,6012,42601,2018,34.38344,-118.5284,1 HOUR,,Observed Values,Parts per billion,3.433438,77.1,75.9
37,9033,42601,2018,34.669739,-118.130511,1 HOUR,,Observed Values,Parts per billion,0.746942,52.0,47.9
39,4,42601,2018,36.867125,-120.010158,1 HOUR,,Observed Values,Parts per billion,1.342772,84.6,79.1
41,1,42601,2018,37.97231,-122.520004,1 HOUR,,Observed Values,Parts per billion,4.67672,114.1,106.3
47,3,42601,2018,37.28185300000001,-120.433671,1 HOUR,,Observed Values,Parts per billion,1.430326,49.7,49.0
53,1003,42601,2018,36.694261,-121.623271,1 HOUR,,Observed Values,Parts per billion,0.561493,55.0,45.0
55,3,42601,2018,38.310942,-122.29618899999998,1 HOUR,,Observed Values,Parts per billion,7.866519999999999,90.3,88.5
55,4,42601,2018,38.278849,-122.275024,1 HOUR,,Observed Values,Parts per billion,1.955693,54.8,44.9
59,7,42601,2018,33.83062,-117.93845,1 HOUR,,Observed Values,Parts per billion,7.465859,171.0,160.7
59,8,42601,2018,33.819305,-117.918759,1 HOUR,,Observed Values,Parts per billion,20.0932,189.9,180.2
59,5001,42601,2018,33.92513,-117.95264,1 HOUR,,Observed Values,Parts per billion,8.206344,231.7,219.9
61,6,42601,2018,38.74643,-121.26498,1 HOUR,,Observed Values,Parts per billion,2.476408,136.5,114.5
65,9,42601,2018,33.447866999999995,-117.088649,1 HOUR,,Observed Values,Parts per billion,2.280914,26.8,26.8
65,12,42601,2018,33.92086,-116.85841,1 HOUR,,Observed Values,Parts per billion,1.451612,76.9,57.1
65,5001,42601,2018,33.85275,-116.54101,1 HOUR,,Observed Values,Parts per billion,1.303944,61.5,49.5
65,8001,42601,2018,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,10.523261,169.2,164.8
65,8001,42601,2018,33.99958,-117.41601,1 HOUR,,Observed Values,Parts per billion,10.19696,160.4,160.1
65,8005,42601,2018,33.99636,-117.4924,1 HOUR,,Observed Values,Parts per billion,11.100512,198.4,197.6
65,9001,42601,2018,33.67649,-117.33098,1 HOUR,,Observed Values,Parts per billion,1.327469,60.6,60.0
67,6,42601,2018,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,3.477065,113.0,110.0
67,6,42601,2018,38.613779,-121.368014,1 HOUR,,Observed Values,Parts per billion,2.215973,109.0,105.0
67,10,42601,2018,38.56844,-121.49311000000002,1 HOUR,,Observed Values,Parts per billion,5.341158999999998,200.9,161.5
